Name, AU ZERO SPOT YIELD, AU ZERO 1M YIELD, AU ZERO 2M YIELD, AU ZERO 3M YIELD, AU ZERO 6M YIELD, AU ZERO 9M YIELD, AU ZERO 1Y YIELD, AU ZERO 2Y YIELD, AU ZERO 3Y YIELD, AU ZERO 4Y YIELD, AU ZERO 5Y YIELD, AU ZERO 6Y YIELD, AU ZERO 7Y YIELD, AU ZERO 8Y YIELD, AU ZERO 9Y YIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,AU00Y00,AU00Y01,AU00Y02,AU00Y03,AU00Y06,AU00Y09,AU01Y00,AU02Y00,AU03Y00,AU04Y00,AU05Y00,AU06Y00,AU07Y00,AU08Y00,AU09Y00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2012,3.3023,3.3875,3.4564,3.5297,3.6997,3.2197,3.2878,3.1179,3.1826,3.2857,3.383,3.4927,3.5984,3.6943,3.7741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2012,3.3023,3.3875,3.4566,3.5276,3.6938,3.1908,3.2621,3.0873,3.1496,3.2552,3.3524,3.4537,3.5551,3.648,3.7292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2012,3.2982,3.3855,3.4506,3.5256,3.6877,3.2139,3.2774,3.0911,3.1519,3.2604,3.3575,3.4588,3.5616,3.6502,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2012,3.2879,3.3852,3.4444,3.5173,3.6754,3.2034,3.2609,3.0951,3.1535,3.2578,3.3604,3.4616,3.563,3.6515,3.7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2012,3.2672,3.3771,3.4423,3.5067,3.6632,3.2126,3.2656,3.1015,3.1585,3.2682,3.3708,3.4748,3.579,3.6691,3.7503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2012,3.2631,3.3721,3.4348,3.4999,3.6549,3.1793,3.2312,3.0093,3.0746,3.1812,3.2864,3.3958,3.5069,3.6039,3.6834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2012,3.2611,3.37,3.435,3.4999,3.651,3.1839,3.2395,3.0529,3.1114,3.2169,3.325,3.4372,3.5441,3.6398,3.7177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2012,3.2714,3.37,3.4351,3.4978,3.651,3.2224,3.2802,3.1247,3.1878,3.2938,3.3991,3.513,3.6215,3.7173,3.8015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2012,3.2838,3.3676,3.4269,3.4958,3.6408,3.2301,3.2872,3.1658,3.2379,3.3453,3.4452,3.562,3.6749,3.7752,3.8611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2012,3.2858,3.3678,3.4228,3.4955,3.6388,3.2342,3.2905,3.1581,3.2302,3.3376,3.4457,3.5624,3.6752,3.7829,3.8656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2012,3.2879,3.3627,3.4172,3.4907,3.6325,3.2495,3.3079,3.1863,3.2608,3.3763,3.4845,3.6041,3.7185,3.8262,3.9073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2012,3.29,3.3607,3.4173,3.4886,3.6306,3.2562,3.3194,3.2081,3.285,3.3967,3.5049,3.6203,3.7319,3.8308,3.9137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2012,3.2961,3.3587,3.4134,3.4866,3.6286,3.238,3.2959,3.1543,3.2314,3.3376,3.443,3.5611,3.6725,3.7713,3.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2012,3.2982,3.3584,3.4135,3.4888,3.6225,3.2526,3.3099,3.1954,3.2696,3.3733,3.4815,3.5997,3.7141,3.807,3.8961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2012,3.2982,3.3585,3.4115,3.4848,3.6143,3.2147,3.2773,3.1507,3.2122,3.3169,3.4195,3.532,3.6406,3.7306,3.8165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2012,3.2941,3.3544,3.407,3.4826,3.606,3.1989,3.2582,3.1211,3.1882,3.2913,3.3967,3.5092,3.6176,3.7076,3.7904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2012,3.2858,3.3462,3.3969,3.4705,3.5918,3.1531,3.2235,3.0751,3.1502,3.264,3.3773,3.4951,3.6063,3.7078,3.7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2012,3.2507,3.317,3.3702,3.4469,3.5653,3.1284,3.193,3.0498,3.1249,3.2466,3.368,3.4969,3.6222,3.7322,3.8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2012,3.162,3.208,3.2551,3.331,3.4717,3.0788,3.1428,3.0506,3.149,3.2733,3.3919,3.515,3.6318,3.736,3.8275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2012,3.1414,3.1937,3.2346,3.3064,3.4432,3.0584,3.1206,3.0433,3.1364,3.2606,3.3764,3.4967,3.6048,3.7033,3.7918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2012,3.1332,3.1937,3.2324,3.2981,3.4329,3.0488,3.1065,3.0268,3.1225,3.2452,3.361,3.4814,3.5894,3.6849,3.7734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2012,3.1352,3.1937,3.2325,3.2962,3.4229,3.0353,3.0959,3.0295,3.1355,3.2583,3.3741,3.4972,3.6024,3.7008,3.7862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2012,3.1394,3.1935,3.2325,3.2941,3.4188,3.0266,3.0871,3.0219,3.1304,3.2587,3.3744,3.4947,3.6113,3.7155,3.8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2012,3.1352,3.1915,3.2305,3.29,3.4127,3.024,3.0833,3.0295,3.1357,3.2692,3.3848,3.5135,3.6301,3.7402,3.8224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2012,3.1084,3.1917,3.2305,3.288,3.4107,3.0314,3.0939,3.0603,3.1715,3.3052,3.4263,3.5466,3.6605,3.7649,3.8533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2012,3.0961,3.1917,3.2303,3.2858,3.4107,3.0214,3.0842,3.0374,3.1641,3.3111,3.4349,3.5748,3.7058,3.8305,3.9216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2012,3.0917,3.1917,3.2305,3.2859,3.4086,3.0311,3.1002,3.0347,3.1718,3.3216,3.4536,3.585,3.7044,3.8175,3.9087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2012,3.0815,3.1914,3.2305,3.2798,3.4025,3.014,3.0815,3.0284,3.1577,3.3116,3.4462,3.5747,3.6912,3.7983,3.8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2012,3.0755,3.1915,3.2305,3.2798,3.4046,3.0142,3.0811,3.0206,3.1553,3.3118,3.4463,3.5805,3.7056,3.8185,3.9219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2012,3.0713,3.1917,3.2305,3.2777,3.4025,3.0067,3.075,3.0156,3.1529,3.3066,3.4412,3.5809,3.7088,3.8218,3.9281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2012,3.0693,3.1896,3.2283,3.2755,3.4005,2.9992,3.0646,3.0158,3.1426,3.2961,3.428,3.5679,3.6958,3.8086,3.9089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2012,3.0858,3.1873,3.2305,3.2757,3.3985,2.9795,3.0489,2.99,3.117,3.2679,3.397,3.5227,3.6391,3.7491,3.8403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2012,3.0858,3.1874,3.2305,3.2777,3.4025,2.9758,3.0495,3.0106,3.1349,3.2832,3.4123,3.5464,3.6772,3.796,3.8902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2012,3.0858,3.1874,3.2305,3.2777,3.4025,2.9758,3.0495,3.0106,3.1349,3.2832,3.4123,3.5464,3.6772,3.796,3.8902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2012,3.0858,3.1874,3.2305,3.2777,3.4025,2.9716,3.0472,3.0106,3.1349,3.2832,3.4123,3.5465,3.6773,3.796,3.8902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2012,3.0899,3.1876,3.2289,3.2761,3.3989,2.9405,3.0167,2.9596,3.0893,3.2319,3.361,3.4949,3.6227,3.7384,3.8384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2012,3.0837,3.1873,3.2306,3.2798,3.4007,2.9455,3.0187,2.939,3.0764,3.2218,3.3508,3.4848,3.6125,3.7281,3.8281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2012,3.0837,3.1874,3.2308,3.2777,3.3986,2.9383,3.0094,2.9261,3.0509,3.2013,3.3358,3.4892,3.6168,3.744,3.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/01/2013,3.0837,3.1874,3.2308,3.2777,3.3986,2.9349,3.0067,2.9262,3.0509,3.2014,3.3358,3.4892,3.6168,3.744,3.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/01/2013,3.0672,3.1876,3.233,3.2859,3.4047,3.0032,3.0768,3.0336,3.1747,3.3379,3.4779,3.6233,3.757,3.8818,3.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/01/2013,3.061,3.1855,3.2268,3.2776,3.4005,3.0119,3.0873,3.067,3.2104,3.3685,3.5086,3.6485,3.7766,3.8956,3.9929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/01/2013,3.059,3.1855,3.2247,3.2736,3.4007,3.0597,3.141,3.1091,3.2419,3.4015,3.5445,3.6816,3.8098,3.923,4.0297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/01/2013,3.059,3.1852,3.2224,3.2736,3.4007,3.0526,3.1271,3.0757,3.2034,3.3683,3.5057,3.6484,3.7852,3.907,4.0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2013,3.0672,3.1854,3.2246,3.2736,3.3986,3.0374,3.1093,3.0564,3.1844,3.3505,3.4878,3.6248,3.75,3.863,3.9665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/01/2013,3.0713,3.1855,3.2247,3.2716,3.3966,3.0368,3.1034,3.0398,3.1717,3.3296,3.467,3.6012,3.7378,3.8538,3.9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2013,3.0837,3.1855,3.2268,3.2714,3.3985,3.0695,3.1382,3.1014,3.2406,3.4043,3.5418,3.6818,3.8158,3.9319,4.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2013,3.0858,3.1876,3.2247,3.2736,3.4007,3.0576,3.1316,3.122,3.256,3.4144,3.5519,3.6948,3.8317,3.9478,4.0544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2013,3.0858,3.1873,3.2245,3.2716,3.3966,3.038,3.1087,3.0836,3.2176,3.3787,3.5188,3.6643,3.804,3.9228,4.0324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2013,3.0878,3.1874,3.2226,3.2613,3.3885,3.0229,3.0887,3.0258,3.1643,3.3302,3.4757,3.621,3.7576,3.8763,3.9827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2013,3.0899,3.1876,3.2206,3.2634,3.3864,3.0114,3.0772,3.0185,3.1517,3.3093,3.4466,3.5835,3.7171,3.8301,3.9334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2013,3.0898,3.1855,3.2155,3.255,3.3761,2.9822,3.0469,3.0006,3.1339,3.2914,3.426,3.5713,3.7049,3.8206,3.9269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2013,3.0919,3.1855,3.2176,3.2593,3.3803,2.9862,3.0496,2.9659,3.1097,3.2712,3.4084,3.5508,3.6785,3.7913,3.8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2013,3.094,3.1852,3.2173,3.2552,3.3763,2.9864,3.0554,3.0044,3.1427,3.3019,3.4391,3.5732,3.704,3.8168,3.9171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2013,3.094,3.1854,3.2174,3.2531,3.3722,2.9934,3.056,2.9785,3.1186,3.2815,3.4159,3.5499,3.6807,3.7905,3.8938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2013,3.0919,3.1834,3.2114,3.2448,3.358,2.964,3.0232,2.9379,3.0768,3.2326,3.3615,3.4982,3.6287,3.7415,3.8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2013,3.0837,3.1815,3.2064,3.2367,3.3417,2.9514,3.0105,2.9445,3.0819,3.2405,3.3722,3.5117,3.6422,3.7608,3.8637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2013,3.0816,3.1765,3.2045,3.2347,3.3376,2.9706,3.031,2.9726,3.1151,3.2712,3.4111,3.5591,3.6983,3.8198,3.9259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2013,3.0796,3.1703,3.2024,3.2306,3.3336,2.9884,3.0536,3.0368,3.1815,3.3407,3.4834,3.6316,3.7681,3.8899,3.9992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2013,3.0775,3.1705,3.2005,3.2266,3.3295,2.9977,3.0665,3.0611,3.2096,3.3797,3.5252,3.6733,3.81,3.9349,4.0381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2013,3.0775,3.1725,3.2,3.2246,3.3275,3.0088,3.0812,3.0815,3.2195,3.3871,3.5354,3.6836,3.8144,3.9335,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2013,3.0775,3.1695,3.195,3.2202,3.3211,2.996,3.0635,3.047,3.1904,3.359,3.5072,3.6582,3.789,3.9048,4.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/02/2013,3.0775,3.1695,3.1909,3.2183,3.3212,2.9896,3.0593,3.047,3.1956,3.3723,3.526,3.6769,3.8163,3.9321,4.0446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/02/2013,3.0755,3.1695,3.1906,3.2184,3.3234,3.0098,3.0831,3.0546,3.2107,3.3905,3.5469,3.695,3.8345,3.9562,4.0657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/02/2013,3.0755,3.1715,3.1887,3.2164,3.3193,3.0181,3.09,3.102,3.2582,3.4314,3.5879,3.7389,3.8786,4.0035,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/02/2013,3.0775,3.1695,3.1868,3.2082,3.3092,2.9667,3.0331,3.0292,3.1922,3.3784,3.5484,3.7047,3.8527,3.9803,4.0958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/02/2013,3.0796,3.1715,3.1888,3.2079,3.3009,2.9459,3.0068,2.9859,3.1567,3.3426,3.5015,3.655,3.8,3.9305,4.0396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/02/2013,3.0816,3.1736,3.1929,3.2101,3.299,2.9482,3.0122,3.0038,3.1745,3.3579,3.5114,3.6621,3.8015,3.926,4.0353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2013,3.0858,3.1736,3.1926,3.2082,3.2929,2.9099,2.978,2.9424,3.1133,3.2937,3.4498,3.6088,3.7507,3.878,3.9901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2013,3.0858,3.1736,3.1928,3.2102,3.2949,2.9281,2.9941,2.9755,3.1439,3.3218,3.4807,3.6397,3.7818,3.9122,4.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2013,3.0858,3.1736,3.195,3.2143,3.301,2.971,3.0364,3.0293,3.1974,3.3809,3.5427,3.6991,3.8471,3.9777,4.0901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2013,3.0837,3.1756,3.195,3.212,3.2988,2.9586,3.0283,3.032,3.2026,3.3861,3.5507,3.7099,3.858,3.9915,4.1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2013,3.0816,3.1756,3.1929,3.2101,3.297,2.9592,3.0303,3.0281,3.1948,3.3783,3.5429,3.6964,3.8416,3.9692,4.0846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2013,3.0816,3.1756,3.1926,3.2123,3.301,2.9637,3.0381,3.0344,3.201,3.3861,3.5479,3.7043,3.8495,3.983,4.0954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2013,3.0796,3.1756,3.1928,3.2123,3.301,2.973,3.0444,3.0342,3.2062,3.394,3.564,3.7204,3.8684,3.996,4.1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2013,3.0713,3.1756,3.1929,3.2123,3.301,2.9817,3.0453,3.0086,3.1846,3.3761,3.5433,3.7053,3.8561,3.9897,4.1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2013,3.0713,3.1756,3.1928,3.21,3.2927,2.952,3.0173,2.9768,3.1476,3.3348,3.4993,3.6612,3.8061,3.9365,4.0486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2013,3.0713,3.1756,3.195,3.2101,3.2949,2.9821,3.0462,3.0177,3.1896,3.3758,3.5376,3.6883,3.8306,3.9552,4.0676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2013,3.0713,3.1756,3.1906,3.2082,3.2909,2.9707,3.0347,2.9972,3.1652,3.3501,3.5091,3.6597,3.8019,3.9265,4.0388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2013,3.0693,3.1715,3.1866,3.2041,3.2766,2.8931,2.9644,2.9131,3.0828,3.2576,3.4163,3.5724,3.72,3.8502,3.9651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2013,3.0693,3.171,3.1865,3.2054,3.276,2.901,2.9696,2.9413,3.111,3.2858,3.4447,3.5923,3.7343,3.8587,3.9678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2013,3.0672,3.1711,3.1883,3.2057,3.2762,2.9313,2.9999,2.9604,3.1286,3.3062,3.4652,3.6186,3.7606,3.888,3.9941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/03/2013,3.0672,3.1711,3.1884,3.2078,3.2782,2.922,2.9867,2.9309,3.0914,3.2676,3.4265,3.5798,3.7217,3.8519,3.9577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/03/2013,3.059,3.1708,3.1885,3.2057,3.2762,2.9208,2.9836,2.9592,3.1183,3.296,3.4549,3.6026,3.7417,3.8691,3.9752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/03/2013,3.0507,3.1668,3.1906,3.2078,3.2861,2.9913,3.0483,3.0436,3.2025,3.3751,3.5287,3.6768,3.8161,3.938,4.0444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/03/2013,3.0507,3.1629,3.1896,3.2053,3.2862,3.0095,3.0644,3.0628,3.2137,3.3878,3.5387,3.684,3.8177,3.9426,4.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/03/2013,3.0446,3.1608,3.1872,3.2057,3.2884,3.0111,3.0721,3.0884,3.2495,3.432,3.5912,3.7507,3.8989,4.0297,4.1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/03/2013,3.0446,3.1608,3.1874,3.2078,3.2945,3.0349,3.0965,3.1384,3.3134,3.5046,3.6722,3.8374,3.9916,4.1285,4.2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2013,3.0446,3.1605,3.1875,3.2078,3.2965,3.0484,3.1128,3.1615,3.3312,3.5198,3.6874,3.8413,3.984,4.1121,4.2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2013,3.0466,3.1607,3.1875,3.2057,3.2942,3.0613,3.1199,3.1421,3.307,3.4992,3.6612,3.8151,3.9606,4.0857,4.1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2013,3.0466,3.1608,3.1875,3.2054,3.2923,3.062,3.1199,3.1601,3.3353,3.5331,3.6951,3.8463,3.989,4.1142,4.2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2013,3.0507,3.167,3.1913,3.2119,3.3107,3.1264,3.191,3.2498,3.4426,3.6358,3.7926,3.9384,4.0698,4.1835,4.2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2013,3.0549,3.169,3.1935,3.2119,3.3128,3.1097,3.174,3.2319,3.4103,3.6075,3.7614,3.9015,4.0329,4.1465,4.2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2013,3.0507,3.1688,3.1916,3.2078,3.3026,3.1072,3.1644,3.2152,3.3912,3.5815,3.7381,3.8753,4.0038,4.1173,4.2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2013,3.0487,3.1689,3.1916,3.2119,3.3104,3.1099,3.1642,3.1894,3.3605,3.545,3.6989,3.8389,3.9701,4.0836,4.1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2013,3.0461,3.167,3.1937,3.2136,3.3106,3.1342,3.185,3.2486,3.4063,3.5802,3.7316,3.8718,4.0003,4.117,4.2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2013,3.0506,3.171,3.1995,3.218,3.3128,3.1396,3.1892,3.2227,3.3855,3.5596,3.7027,3.843,3.9744,4.0879,4.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2013,3.0549,3.1732,3.1997,3.218,3.3148,3.1388,3.1928,3.2395,3.3918,3.5564,3.6941,3.8344,3.9717,4.0913,4.1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2013,3.0549,3.1729,3.1998,3.218,3.3168,3.1385,3.1914,3.224,3.3791,3.549,3.6866,3.8268,3.9583,4.0718,4.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2013,3.0569,3.1668,3.1957,3.218,3.3165,3.1446,3.2031,3.2463,3.39,3.5563,3.6939,3.8343,3.9657,4.0824,4.1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2013,3.0549,3.1651,3.1915,3.2141,3.3109,3.0995,3.1551,3.1933,3.3277,3.492,3.6295,3.7726,3.9039,4.0201,4.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2013,3.0528,3.163,3.1937,3.2141,3.3068,3.0975,3.1498,3.1725,3.3127,3.4713,3.6088,3.7433,3.8659,3.9763,4.0711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2013,3.0528,3.163,3.1937,3.2141,3.3068,3.0975,3.1498,3.1725,3.3127,3.4713,3.6088,3.7433,3.8659,3.9763,4.0711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/04/2013,3.0528,3.163,3.1937,3.2141,3.3068,3.0975,3.1498,3.1725,3.3127,3.4713,3.6088,3.7433,3.8659,3.9763,4.0711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/04/2013,3.0528,3.1689,3.1978,3.2202,3.3129,3.1292,3.1828,3.229,3.3636,3.5198,3.6519,3.7809,3.9037,4.0145,4.1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/04/2013,3.0507,3.169,3.1978,3.2202,3.3145,3.1147,3.1667,3.1881,3.3228,3.4813,3.6162,3.7507,3.8705,3.981,4.0789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/04/2013,3.0528,3.1692,3.1974,3.2202,3.3129,3.1132,3.1631,3.1894,3.3201,3.476,3.6109,3.7455,3.871,3.9845,4.0884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/04/2013,3.0507,3.1692,3.1975,3.2202,3.3129,3.0942,3.1403,3.1432,3.2559,3.4115,3.5436,3.6696,3.7835,3.8851,3.9859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/04/2013,3.0507,3.1712,3.1976,3.2182,3.3089,3.1143,3.1594,3.1714,3.2736,3.4158,3.5398,3.6659,3.7943,3.9019,4.0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/04/2013,3.0507,3.171,3.1978,3.2161,3.3089,3.106,3.1549,3.17,3.2776,3.4238,3.5532,3.685,3.8133,3.9268,4.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2013,3.0528,3.1711,3.1978,3.2161,3.3086,3.1152,3.1657,3.1894,3.2916,3.4418,3.574,3.7142,3.8455,3.9589,4.0658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2013,3.0549,3.1712,3.1954,3.2141,3.3028,3.0747,3.118,3.0996,3.2087,3.3626,3.5002,3.6345,3.7713,3.8933,3.9935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2013,3.0549,3.1712,3.1976,3.2161,3.3028,3.0382,3.0835,3.0741,3.1807,3.3373,3.4747,3.6117,3.7455,3.8644,3.9677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2013,3.0549,3.1712,3.1978,3.2141,3.2987,3.0328,3.0748,3.033,3.1529,3.3119,3.4492,3.5889,3.7255,3.8413,3.9476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/2013,3.0547,3.1668,3.1937,3.2079,3.2906,3.0252,3.0751,3.0676,3.1992,3.3611,3.4957,3.6327,3.7578,3.868,3.9715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2013,3.0549,3.1608,3.1875,3.2038,3.2943,2.9999,3.0504,3.0332,3.1662,3.3251,3.4569,3.5881,3.7191,3.8351,3.9323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2013,3.0549,3.1609,3.1852,3.1997,3.2845,2.9913,3.0445,3.0153,3.1456,3.3019,3.4364,3.5648,3.69,3.797,3.8943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2013,3.0549,3.1609,3.1853,3.1997,3.2865,2.9928,3.0456,3.023,3.1557,3.3176,3.4521,3.5862,3.7083,3.8184,3.9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2013,3.0528,3.1609,3.1834,3.1997,3.2885,2.979,3.0315,3.0102,3.1431,3.3049,3.4448,3.5816,3.7065,3.8134,3.9169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2013,3.0528,3.1567,3.1793,3.1915,3.2781,2.9517,3.0073,2.9912,3.1243,3.2844,3.4215,3.5583,3.686,3.7988,3.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2013,3.0528,3.1465,3.1692,3.1813,3.2641,2.9182,2.9774,2.949,3.09,3.2568,3.4019,3.5469,3.6803,3.8017,3.9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2013,3.0528,3.1424,3.163,3.1752,3.256,2.9254,2.9868,2.9567,3.1029,3.2723,3.4175,3.5569,3.6874,3.806,3.9152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2013,3.0528,3.1404,3.1611,3.1731,3.2519,2.8859,2.9415,2.8723,3.0164,3.1825,3.3247,3.4639,3.5971,3.7154,3.8212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2013,3.0528,3.14,3.1629,3.173,3.2518,2.88,2.9398,2.8877,3.029,3.1953,3.3322,3.4742,3.6045,3.7199,3.8288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2013,3.0528,3.138,3.1608,3.175,3.2515,2.882,2.9382,2.8672,3.0113,3.1773,3.3196,3.456,3.5833,3.6988,3.8016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
